state,district,state_id,district_id,phone_1,title,phone_2,last_verified_on,quantity_available,verification_status,resource_type
Bihar,Patna,8,112,9334206111,Oxygen Bank ,,4/22/2021 12:39:00,,Call again,
Jharkhand,Latehar,18,269,8888888888,TEST DATA COMPANY,8989898989,5/4/2021 17:20:44,,Invalid,
Uttar Pradesh,Lucknow,35,657,9559694440,Channi Lal Chauraha ,,4/25/2021 15:43:00,,Call again,
Maharashtra,Pune,22,387,9890008112,SK Gases Patil Hospital,,4/27/2021 14:25:00,,Pending,
Maharashtra,Thane,22,394,9310597339,Progressive Air Products Satram Gas Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,9419187356,Raj Gas Ratan lal nagar,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,8850920046,Bhavesh Bhai ,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9944948580,"Lindie India Ltd, Contact person Macmiller Pawan Engineering",,4/27/2021 14:25:00,,Pending,
Haryana,Faridabad,15,204,9818059334,Simarjeet Oxygen Cylinder Faridabad Simarjeet Oxygen Cylinder,,5/2/2021 17:58:41,,Call again,
Delhi (NCT),New Delhi,12,158,9319094933,Sewa Bharti ,,4/27/2021 14:32:00,,Pending,
Karnataka,Koppal,19,298,9370025610,Balaji Air Product Belgaum Oxygen Pvt. Ltd.,,5/1/2021 15:47:51,,Pending,
Delhi (NCT),New Delhi,12,158,8275103509,Govinda GasesPvt. Ltd. Ganpati Gases,7507700000,4/27/2021 14:25:00,,Pending,
Haryana,Faridabad,15,204,9895170349,Narayana Gas Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9947280695483,Sreekala Oxygen Company ,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jaipur,30,515,1412205176,Anita Thakur Govt distribution unit,1412205175,4/27/2021 14:30:00,,Invalid,
Uttar Pradesh,Muzaffarnagar,35,666,1312442373,Rama Agencies ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9540876799, Sharang Plastengg Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Rajasthan,Udaipur,30,532,9829043416,S.D. Sethi Earnest Gases Pvt. ltd. (Udaipur),,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9211139100,Indraprastha ekta mitra NGO ,9999963408,4/27/2021 14:20:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9820217376, Universal Air ProductsContact Person: Raja Shehal,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9940082412,National Oxygen Ltd. Oxygen,,5/1/2021 15:48:26,,Call again,
Maharashtra,Mumbai City,22,378,8639790969,"Asian Surgicals Mukesh Bhai / Arvind Bhai, Veer Foundation",,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9810888857,Mohammed nauman pahar wale ,,4/27/2021 14:33:00,,Pending,
Delhi (NCT),New Delhi,12,158,9899567999,Saanjh ,,4/27/2021 14:31:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9442614587,Kovai Air product Pioneer Lifecare Systems,,4/30/2021 18:55:00,,Call again,
Uttar Pradesh,Firozabad,35,636,8851742417, Bajrang Gases,,4/27/2021 14:25:00,,Pending,
Andhra Pradesh,Chittoor,5,21,8097462237,Azam Kazi Sri Krishna Godavari,,4/27/2021 14:25:00,,Pending,
Arunachal Pradesh,Papum Pare,6,36,9987877866,Oxygen Himalayan Air Products,,2021-05-10T18:23:32.510Z,,invalid,
Delhi (NCT),New Delhi,12,158,8860160001,Saanjh ,,4/27/2021 14:23:00,,Call again,
Maharashtra,Mumbai City,22,378,8123214140,Jamiat Ulama (Jayanagar) Shree Chandraprabha Jain Sangh,,2021-05-01 16:00:37,,Call again,
Delhi (NCT),New Delhi,12,158,9311188123,Khan ji ,,4/22/2021 12:55:00,,Call again,
Rajasthan,Jaipur,30,515,7977239969,SAMRAT ASHOK WALKESHWAR Kalinga Gases,9820800000,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9881611145,"JUGAL BHAI, BHAVI BHAI Patliputra Industrial Gases Pvt. Ltd.",9920450000,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9811118567,Durga Agencies Singh Sales Corporation,,4/27/2021 14:25:00,,Pending,
Karnataka,Dakshina Kannada,19,289,9978800021,Sethi Industrial Gases Pvt. Ltd. Karnad Gases,,5/1/2021 15:48:13,,Pending,
Delhi (NCT),New Delhi,12,158,7947216274,Singhal gas agency ,,4/27/2021 14:28:00,,Unavailable but verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9837027578,Rama industries Oxygen / Remedesivir,,4/30/2021 18:55:00,,Call again,
Gujarat,Surat,14,200,9824058898,Sachin Associations ,,4/27/2021 14:28:00,,Available and verified,
Bihar,Patna,8,112,7257804224,Ajay Tiwari ,,4/22/2021 12:39:00,,Call again,
Bihar,Patna,8,112,7679758811,Dr. Saki ,,4/22/2021 12:39:00,,Call again,
Madhya Pradesh,Bhopal,21,319,764884300,Sukhmani Foundation ,,5/2/2021 17:39:40,,Invalid,
Delhi (NCT),New Delhi,12,158,9818228630,Avinash Dubey ,,4/27/2021 14:20:00,,Call again,
Maharashtra,Mumbai City,22,378,9409102457,Ankur Gases Changesh Multani,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9812009352,Gupta Oxygen Oxygen Refill,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9842391651,"Ragavender Gas Agencies Shree Achalgach Jain Sangh, Vasai Road west",,5/1/2021,,Unavailable but verified,
Madhya Pradesh,Indore,21,332,9820291088,"SANJAY BHAI, PRITESH BHAI Gagandeep",9773610000,5/1/2021 16:20:00,,Call again,
Madhya Pradesh,Indore,21,332,8815108954,Jito Oxygen Bank ,,5/4/2021 16:39:20,,Invalid,
Maharashtra,Thane,22,394,9167030530,"SHANTI NAGAR NEPEANSEA ROAD, MALABAR HIL Hemkunt Foundation",,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,8026708650,Sreelakshmi Medical And Surgical Sanjay Sarcar,8025900000,4/27/2021 2:25pm,,pending (not verified),
Delhi (NCT),Central Delhi,12,156,8700013641,Hemkunt Foundation ,,4/27/2021 14:27:00,,Available and verified,
Haryana,Gurgaon,15,206,9212270086,"G.K Enterprise G.K Enterprise Plot No. 28,29 IDC Sector M.G. Road Gurgaon",,5/4/2021 16:08:11,,Call again,
West Bengal,Kolkata,37,707,7947409562,Life Life,,5/4/2021 17:14:02,,Invalid,
Bihar,Patna,8,112,9534771419,SP Verma medical ,,4/22/2021 12:39:00,,Call again,
Haryana,Sonipat,15,221,9654577654,Akshat Garg Divya Air Product,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9334284824,Tirani ,,4/22/2021 12:41:00,,Call again,
West Bengal,Kolkata,37,707,7947405304,K R Lynch and Co K R Lynch and Co,,5/4/2021 17:15:14,,Invalid,
Uttar Pradesh,Bareilly,35,622,9910033792,Ganpati Gases S P Industries,8178780000,4/27/2021 14:25:00,,Pending,
Jammu & Kashmir (UT),Jammu,17,241,9848870799,Oxygen Cylinders Kashmir Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,9833015718,Shri Tardeo Swetamber Murtipujak Jain Sangh Harshit Shakya,8850450000,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9811623860, Sarang Gas Refill,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Allahabad,35,610,6393889983,Lions Club 2 ,,4/22/2021 19:20:00,,Call again,
Uttar Pradesh,Varanasi,35,682,80,Portea Medical Rahul,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9086666647,Allied Gases Monu equipment supplier,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jaipur,30,515,9403004893,"EcoMed Solution,Hadapsar Ankur Gases",,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9174004526,Bhanu ,,4/27/2021 14:29:00,,Available and verified,
Uttar Pradesh,Lucknow,35,657,9235302425,Murari Gases (Refill) Lucknow,,4/24/2021 17:29:00,,Call again,
Uttar Pradesh,Lucknow,35,657,8127411951,Javed ,,4/27/2021 14:31:00,,Unavailable but verified,
Uttar Pradesh,Varanasi,35,682,7985746474,Annapurna Gas Agency ,,5/1/2021 20:42:00,,Call again,
Maharashtra,Mumbai City,22,378,9945579251,Jamiat Ulama (Nagawara) Ravindra,,5/1/2021 12:50:00,,Invalid,
Maharashtra,Palghar,22,385,9818500892,Umpire Gases Galaxy Industrial Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7860023111,"O2 Cylinder Keete Welding Store (Refill) Deva Road, Lucknow",,4/24/2021 17:25:00,,Available and verified,
Maharashtra,Mumbai City,22,378,9522122133, BHARAT BHAI,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9899774747,Oxygen ,,,,,refill & cylinder
Tamil Nadu,Thoothukudi (Tuticorin),32,559,9842134090,"Arasan Air Products, tuticorin",,5/1/2021 17:43:56,1000 gallons,Available and verified,
Maharashtra,Mumbai City,22,378,9799885341,"Rajasthan Air Products GIRISH BHAI, JAWAHAR BHAI",,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Allahabad,35,610,85006759990,Hari Oxygen -,9885600000,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9560535162,Salasar Gases,,,,unreachable,refill
Jammu & Kashmir (UT),Jammu,17,241,9829025500,Thanwardas Chotelal Raj Gas Industries,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,7062544444," Shree Santacruz Jain Tapagach Sangh, Santacruz",,5/1/2021,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,94433741620,Kalyan Oxygen Pvt. Ltd. Sreelakshmi Medical And Surgical,9443200000,4/27/2021 2:25pm,,pending (not verified),
Maharashtra,Mumbai City,22,378,9415016923,Perhat gases MULUND EAST,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9350109650,Vinayak Enterprises,,,,3rd_party_verified,refill
Jharkhand,Ranchi,18,274,8588946723,Pinak ,,4/28/2021 16:02:00,,Available and verified,
Tamil Nadu,Kanyakumari,32,545,8787092670,Adarsh chaturvedi General Gas,,5/1/2021,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9753342164,"NA Subhashish Guha Roy, Universal Air Products",,4/27/2021 14:25:00,,Pending,
Jammu & Kashmir (UT),Srinagar,17,253,8083075187,Mithila Gas Agency (Kankarbagh) JK Gases,,5/1/2021 15:50:34,,Pending,
Uttar Pradesh,Lucknow,35,657,8420193905,Emergency Medical Devices Perhat gases,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9419108884,Kashmir Gases Raphaz Health Store,,4/27/2021 14:25:00,,Pending,
Maharashtra,Pune,22,387,9325212663,"Rukmani Metals and Gaseous Pvt. Ltd. EcoMed Solution,Hadapsar",,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7999998217,,,,,unreachable,refill & concentrator
Uttar Pradesh,Lucknow,35,657,9415016923,Parerhat Gases,9936232900,,,unreachable,refill & cylinder
Karnataka,Shivamogga (Shimoga),19,303,8660856709, Kammath Ind Gas,,5/1/2021 15:50:18,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9015780787,Ronit Ranjan -,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,8861572742,Srikanth V ,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9388472123,Mananchery Air Product Ramesh Mandola Groups:,,4/30/2021 21:01:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8960002222,12 ltr cans (300 pumps) Only for paitents whos SpO2 level is below 85. Rs. 400/can Mercy helpline,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,7838572759,Faheem ahmed barry ,9818984812,4/27/2021 14:33:00,,Invalid,
Maharashtra,Mumbai City,22,378,9935555602,Meditech gases Pvt. Ltd. Mr Shetty,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9415548499,Shubham Oxygen,,,,unreachable,cylinder
Uttar Pradesh,Kanpur Nagar,35,651,7985121201,Umang Gupta ,,5/4/2021 16:56:41,,Call again,
Punjab,Ludhiana,29,489,9313808905,Sunil Patel ,,4/22/2021 12:43:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7760976502,Bhuruka Gases,,,,unreachable,refill
Maharashtra,Jalna,22,375,9323344433,"Lions Club of King's Circle, Matunga Essem Gases Pvt. Ltd.",,4/27/2021 14:25:00,,Pending,
Punjab,Ludhiana,29,489,9408506794,Abhi Jain ,,4/27/2021 14:28:00,,Available and verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8971501176,Kaushik Naasih Foundation,,4/27/2021 14:25:00,,Pending,
Haryana,Gurgaon,15,206,9097041313,"Oxygen Cylinders Star Special Manesar, Gurgaon",,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9945500113,Oxy Help Crisis Management Team Ajit Jain,,5/1/2021 16:20:00,,Call again,
Odisha,Khordha,27,462,8018008021,Sikh Aid,,,,verified,cylinder
Uttar Pradesh,Varanasi,35,682,9838507365,Annapurna Gases,,5/1/2021 13:40:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,',Pawan Gonda,,,NIL,verified,concentrator
Haryana,Gurgaon,15,206,9990691313,Hemkunt Foundation,,,,verified,"refill, cylinder & concentrator"
Tamil Nadu,Chennai,32,538,9688610111,Sri Sharadha Pmesh- wari Gases Oxygen,,4/30/20212:08 PM,,Available and verified,
Delhi (NCT),New Delhi,12,158,8125008585,Apollo Homecare ,,4/27/2021 14:25:00,,Pending,
Kerala,Palakkad,1,9,9845063119,"Subhashish Guha Roy, Universal Air Products Venkateswara",,4/27/2021 14:25:00,,Pending,
West Bengal,North 24 Parganas,37,711,8910645508,BK Pharma (subrata),,5/10/2021 10:56:58,Undetermined,Phone Unreachable,
West Bengal,North 24 Parganas,37,711,9836888976,Subrata,,5/11/2021 11:38:58,Undetermined,Phone Unreachable,
West Bengal,North 24 Parganas,37,711,7003103243,Sadhu,,5/11/2021 11:39:07,Available,Verified,
Uttar Pradesh,Meerut,35,663,9763317456,- Aggrawal Gases,,4/27/2021 14:25:00,,Call again,
West Bengal,South 24 Parganas,37,715,9331769575,no name,,5/10/2021 11:00:59,Undetermined,Call not answered,
West Bengal,South 24 Parganas,37,715,9330931322,no name,,5/10/2021 11:01:03,Undetermined,Phone Unreachable,
Maharashtra,Satara,22,391,9898814804,Oxygen Suppliers Oxygen Cylinders,,5/1/2021 21:26:57,,Pending,
Maharashtra,Mumbai City,22,378,9822123715,Scoop Industries THANE,,4/27/2021 14:25:00,,Pending,
West Bengal,Purulia,37,714,8637376638,Jay Jawan club,,5/11/2021 0:00:00,Undetermined,Call not answered,
Gujarat,Surat,14,200,9414073192,Ameria Enterpises Agrawal Samaj Health Centre-Free Oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Moradabad,35,665,9971265674,Sawaab Samaj Foundation Kalinga Gases,,05/01/2021 12.37 pm,,Call again,
West Bengal,Darjeeling,37,702,7557091040,no name,,5/10/2021 11:08:42,Undetermined,Call not answered,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7985096433,Oxygen Jamiat Ulama,,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,9748722721,Chiranjit Raha,,5/10/2021 11:09:00,Undetermined,Call not answered,
West Bengal,Howrah,37,704,9163920904,Shri Rani Sati Foundation,9804288639,5/10/2021 15:21:48,Available,Verified,
West Bengal,North 24 Parganas,37,711,8697560044,Oxygen Provider,,5/10/2021 18:11:55,Available,Verified,
Bihar,Patna,8,112,8797348700,Amresh ,,4/22/2021 12:41:00,,Call again,
Uttar Pradesh,Muzaffarnagar,35,666,9811828200,Indian Air Gases Limited indian gases,,5/1/2021,,Pending,
West Bengal,Kolkata,37,707,7044041010,Oxygen on Wheels,7044041015,5/10/2021 11:09:26,Available,Verified,
West Bengal,Kolkata,37,707,9830512894,Not known,9007634649,5/10/2021 11:10:13,Undetermined,Call not answered,
Bihar,Patna,8,112,6355967913,Agrawal Samaj Health Centre-Free Oxygen Patna Engineering,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9442618387,"Covai Air Products Shravil Gupta, Lala Move App",,5/1/2021 12:09:00,,Call again,
Jharkhand,Ranchi,18,274,9931313196,Ashish ,,4/28/2021 16:08:00,,Available and verified,
Tamil Nadu,Tiruchirappalli,32,560,7062544444,Raashi Air Products Vaideeswara Oxygen,,5/1/2021 12.29PM,,Call again,
Karnataka,Dharwad,19,291,8121666666,Ravindra Medical and Industrial Gases Karnatak Industrial Gases Pvt. Ltd.,,5/1/2021 15:38:25,,Pending,
Chhattisgarh,Raipur,10,148,8319999317,anmol jain ,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9412248290,Kalinga Gases Usuru Foundation,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Bulandshahr,35,627,9321024969,"Oxygen center, Banfra - Rajendra Ansari air product",9769270000,4/27/2021 14:25:00,,Pending,
Kerala,Ernakulam,1,7,9893600003,Lupin Gases Pvt. Ltd. Manorama Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9810458567,Saanjh ,9811663440,4/27/2021 14:23:00,,Call again,
Uttar Pradesh,Lucknow,35,657,9935580628,"Star Gas Agency (Refill) Clock Tower, Chowk, Lucknow",9621940000,4/27/2021 14:29:00,,Invalid,
Punjab,Ludhiana,29,489,6355718524,Jay ,,4/22/2021 12:43:00,,Call again,
Maharashtra,Mumbai City,22,378,8797348700,Amresh Sahni Gases,,2021-05-01 16:15,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9686196642,Ramesh Marwari Yuva Manch,,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9442110005,Sri Lakshmi Oxygen Naidu Oxygen,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jaipur,30,515,8022262846,Drugs Controller Medical Oxygen War Room Ankur Agenices,9448470000,5/01/2021 3.50pm,,Invalid,
Delhi (NCT),New Delhi,12,158,7680805522,Irfan Bhai Oxygen Nameless,,5/1/2021 11:58:00,,Call again,
Punjab,Ludhiana,29,489,6355414456,Ketan ,,4/22/2021 12:44:00,,Call again,
Madhya Pradesh,Bhopal,21,319,8989792802,Mohammad Akhil ,,5/2/2021 17:36:01,,Call again,
Haryana,Hisar,15,207,9829043416, Gupta Oxygen,,4/27/2021 14:25:00,,Pending,
Chhattisgarh,Bilaspur,10,132,9300758602,Bilaspur Tar bar Gurudwara ,,4/27/2021 14:20:00,,Invalid,
Uttar Pradesh,Varanasi,35,682,9935530688,Vijay Brothers ,,5/1/2021 20:36:00,,Unavailable but verified,
Maharashtra,Thane,22,394,9949045616,Kumar Oxygen Gases Nameless,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Ghaziabad,35,638,9212277704,"Oxygen Cylinders Gurdwara, Indrapuram",,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9443374162,Kalyan Oxygen Pvt. Ltd. Sreelakshmi Medical And Surgical,9443200000,4/27/2021 14:25:00,,Pending,
Assam,Kamrup Metropolitan,7,70,9820096587,Shree Shantinath Shw. Mu. Jain Trust Mandal Assam Air Products Pvt. Ltd.,9967900000,4/27/2021 14:25:00,,Pending,
West Bengal,Dakshin Dinajpur (South Dinajpur),37,701,7947433015, Loknath Sheva Sadan,,5/2/2021 17:55:22,,Call again,
Delhi (NCT),New Delhi,12,158,8220182828,- ,,4/27/2021 14:25:00,,Pending,
Jammu & Kashmir (UT),Jammu,17,241,77602301240,Naasih Foundation Allied Gases,8095800000,4/27/2021 14:25:00,,Pending,
Gujarat,Rajkot,14,194,9033333515,ArvindBhai PambharMukeshBhai tada  Muncipal Corporator,9426780820,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9425604924, 10L cylinders,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9849129996,Vingas Industries Pvt. Ltd. Nameless,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9833536561,"Nameless Premal Bhai / Vivek Bhai / Manish Bhai, Veer Foundation",,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,7947210671,Ambica surgicare ,,4/27/2021 14:19:00,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9844606963,Srinivas Sanjivini Medical Systems,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Coimbatore,32,539,9559694440,Rudransh Arora Sri Venkateswara Oxygen,,4/27/2021 14:25:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8008883980,Liyagath Oxygen Jamiat Ulama (Jayanagar),,4/27/2021 14:25:00,,Pending,
Jammu & Kashmir (UT),Jammu,17,241,7970776478,Piyush Mansingh Dashmesh Gas,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9313784962,Empty Oxygen cylinder in Badarpur,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9841513300,Gas & Gas Agencies Jumbo Oxygen Cylinder in AGAMKUAN,,4/27/2021 14:25:00,,Pending,
Maharashtra,Nashik,22,383,9525230013,Zero Mile Pinnacle gases,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jodhpur,30,520,7906248939,Kumar Agencies Thanwardas Chotelal,,5/2/2021 10:30:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9837013757,Krishna Gas Agencies ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Allahabad,35,610,9447016161,Krishna Agencies Ajay Brother Gases,,4/27/2021 14:25:00,,Pending,
Kerala,Ernakulam,1,7,9324503214,Oxygen center Narayana Gas,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Thanjavur,32,557,9448483854,Amogh Gases Pvt. Ltd. Sreekala Oxygen Company,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,8809989999,Sanjay Sarkar ,,4/22/2021 12:40:00,,Unresponsive,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9825328080,"Tirupati Oxygen Ashoka Rao, Fouray Systems",,4/30/2021 19:56:00,,Call again,
Assam,Lakhimpur,7,75,9930403747,Phoenix Industrial Gases Pvt. Ltd. Assam Air Products Pvt. Ltd.,,5/1/2021 15:49:41,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8745917001, Mr. Ganesh,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9447250345,Manoj Jyothi Surgicals,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9175395460,Oxygen Prasad Gas Agency,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Meerut,35,663,7879728854, Mashwari oxygen,,4/27/2021 14:25:00,,Call again,
West Bengal,Kolkata,37,707,8217507288,Oxygen / Remedesivir Emergency Medical Devices,,4/30/2021 21:45:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8210835103,- Sadiq Bhai's,,4/30/2021 17:00:00,,Call again,
Gujarat,Gandhinagar,14,180,9930803080,Emergency Medical Devices Ketan,,4/27/2021 14:25:00,,Pending,
West Bengal,North 24 Parganas,37,711,9831081491,Viresh ,,4/27/2021 14:25:00,,Pending,
Maharashtra,Nagpur,22,380,9334206111,Oxygen Bank Rukmani Metals and Gaseous Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9540787937, Free oxygen cylinders hotline,,4/27/2021 14:25:00,,Pending,
Haryana,Gurgaon,15,206,9411037786,Ansari air product Hemkunt foundation,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9927544588,Mashwari oxygen NA,,5/1/2021 16:20:00,,Unresponsive,
Uttar Pradesh,Kanpur Nagar,35,651,8810688988,Oxygen Refill Kanpur Dehat,,4/27/2021 14:25:00,,Pending,
Jammu & Kashmir (UT),Jammu,17,241,9824058898,Bonny Antala Valley Gas,,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9821057710,"Ashok Gram Temple Trust,, MANISH BHAI, HIMANSHU BHAI Ali Oxygen Jalpally",9321600000,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,8447390017,NA ,,5/4/2021 17:20:12,,Invalid,
Chhattisgarh,Korea (Koriya),10,143,9425581222,Manendragarh Gurudwara ,,4/22/2021 12:41:00,,Unresponsive,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9033884450,Zubin Ashara Portea Medical,,4/30/2021 17:40:00,,Call again,
Maharashtra,Kolhapur,22,376,9097041313,"Gurdwara, Indrapuram Kolhapur Oxygem",,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9844053348,Belgaum Oxygen Pvt. Ltd. Asma Esa Foundation,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9324503214,"Alpesh Bhai / Bipin Bhai, Veer Foundation Southern Gas, Contact Person: S Pai",8108540000,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Bhopal,21,319,7009214796,Santosh kumar ,,4/27/2021 14:32:00,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9419236408,Dashmesh Gas PSB Medicare Systems,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9930563063,Padmashree Hospital,,"April 23, 2021 11:41 AM",,,
Uttar Pradesh,Kanpur Dehat,35,650,9.32311E+19,"Nilesh Bhai, Bhavin Bhai",,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Bihar,Patna,8,112,9880005974,Jamiat Ulama,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders
Bihar,Patna,8,112,98816111459920450000,"JUGAL BHAI, BHAVI BHAI",,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Karnataka,Belagavi (Belgaum),19,281,9848023353,Lifecare Medical Gases,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Lucknow,35,657,77768238238484070000,Arnichem Industries,,"April 25, 2021 7:24 PM",,,Oxygen
